	four	second	reports	music	until	example	want	travel	feature	series	re	wasn	service	needed	project	saying	than	best	country	asked	much	life	worked	things	had	easy	possible	right	old	people	support	happy	inside	time	minute	team	along	love	working	such	data	years	didn	internet	million	quite	open	city	future	san	turned	say	note	take	ways	link	going	where	many	wants	photos	single	being	around	world	power	favorite	her	complete	gone	ad	am	gifts	having	tv	large	small	hours	experience	social	via	company	learn	sense	its	always	found	really	research	major	obama	sell	self	also	play	plan	sometimes	microsoft	set	see	movie	available	last	whole	recent	readers	couple	d	continue	anything	into	line	posted	up	us	ago	try	video	let	great	involved	makes	next	process	high	perfect	could	david	scene	start	haven	fact	bring	should	hope	move	means	stuff	email	co	ve	off	less	web	five	become	does	software	doing	problem	worth	above	told	word	work	interview	after	then	them	they	network	created	another	do	away	terms	com	thanks	night	security	post	months	way	update	together	global	guy	change	usually	extra	live	car	december	heard	write	use	still	now	year	happen	space	looking	shows	card	care	couldn	yourself	online	only	between	article	comes	these	media	food	thinking	real	read	early	using	business	aren	lot	trying	building	month	very	learned	family	ask	takes	taken	site	history	tried	help	soon	actually	systems	event	since	reason	put	american	behind	clear	latest	pretty	during	x	close	won	probably	both	whatever	else	lives	look	while	used	user	game	run	seeing	within	e	go	facebook	click	following	announced	started	control	links	including	him	keep	exactly	need	able	based	course	she	tuesday	well	lost	page	twitter	home	he	stories	star	friends	amp	companies	force	likely	even	tips	ever	never	call	tell	wars	give	amazing	answer	before	personal	better	weeks	went	side	content	isn	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	make	left	human	yes	yet	save	deal	popular	super	down	form	finally	did	visit	making	may	grow	man	maybe	talk	nbsp	group	interesting	morning	thing	think	long	little	anyone	were	paid	especially	show	black	get	enough	reading	across	according	doesn	those	different	same	running	money	either	videos	general	film	again	important	u	starting	public	search	two	hour	share	needs	through	late	good	everyone	house	hard	done	least	part	believe	b	build	most	find	please	point	simple	create	understand	fun	itself	spent	spend	source	big	bit	google	often	back	forward	entire	giving	others	later	ll	age	day	red	national	taking	holiday	value	almost	thought	add	works	although	buy	minutes	original	under	every	school	voice	would	phone	must	me	times	end	over	writing	each	driving	got	free	wanted	days	already	top	too	took	past	though	watch	amazon	report	full	however	news	been	several	gave	gift	specific	everything	christmas	why	head	no	longer	level	says	goes	water	today	local	information	name	turn	place	coming	given	white	r	any	ideas	sure	state	outside	come	case	myself	someone	check	week	without	seems	blog	there	idea	program	woman	far	list	design	version	known	rather	short	might	number	feel	story	store	kind	nothing	his	hit	wrote	art	recently	due	holidays	questions	question	fast	called	users	helping	once	issues	include	apple	app	few	something	six	instead	our	york	their	which	who	ones	view	job	gets	half	other	smart	know	because	lead	getting	own	made	book
Go Fug Yourself	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	20	2	0	0	0	0	3	1	1	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	1	0	10	0	0	0	1	0	0	19	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	1	1	0	1	0	0	0
O'Reilly Radar	6	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	5	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MetaFilter	3	1	0	5	0	1	2	0	0	0	3	0	0	0	2	0	3	3	2	1	6	6	0	1	6	0	2	0	1	5	0	0	0	6	0	0	0	0	1	1	0	6	0	1	0	1	1	1	2	0	0	2	1	0	1	0	6	0	6	0	0	1	0	2	4	3	1	3	0	0	1	2	0	0	0	0	0	0	1	4	2	3	0	0	4	1	0	1	1	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	1	4	0	0	10	4	1	0	0	0	4	0	0	2	0	3	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	1	0	1	0	0	0	0	0	3	2	5	2	6	11	0	1	0	2	0	2	0	0	0	0	1	0	3	0	0	2	2	1	0	0	1	0	0	0	0	0	2	2	7	0	0	0	0	0	0	0	0	2	2	5	0	0	4	0	1	0	1	2	0	0	1	1	1	0	1	1	2	0	0	1	0	1	1	2	1	0	0	0	3	0	1	0	2	7	0	0	0	0	0	0	0	0	1	1	0	0	3	1	1	3	0	1	0	0	1	4	0	0	0	2	0	1	1	0	2	1	1	0	1	0	1	0	4	0	1	0	0	0	0	4	0	2	0	2	2	0	1	2	0	1	2	1	3	1	0	0	0	1	0	2	0	0	0	0	0	0	3	0	1	3	0	1	0	1	1	0	1	0	2	0	1	0	0	1	0	0	0	1	0	0	2	1	0	5	0	3	0	0	0	0	0	0	1	3	1	1	1	2	0	0	4	1	0	0	1	1	0	0	2	2	3	1	4	0	0	0	3	0	2	0	2	3	1	1	0	0	0	1	0	0	1	0	1	0	2	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	1	0	0	1	2	2	2	1	0	1	0	1	0	1	1	0	1	0	0	0	2	0	2	1	0	1	1	0	2	6	0	1	0	1	0	1	0	0	1	2	0	3	1	2	2	0	2	0	0	2	1	0	1	0	0	5	2	0	1	0	2	0	1	0	1	0	1	1	0	0	2	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	1	1	1	1	5	0	2	1	0	1	0	0	1	2	0	0	0	6	0	0	1	1	0	0	1	0	0	0	0	0	1	2	0	0	0	2	1	0	1	0	0	9	5	5	0	1	0	0	0	1	0	0	1	1	0	0	3	1
ReadWrite	8	7	2	8	4	29	34	3	5	5	80	6	55	7	46	2	72	44	3	9	29	19	8	39	35	20	11	33	7	87	26	7	10	93	4	55	6	10	25	19	94	26	13	32	7	6	29	8	28	3	5	10	1	45	17	5	17	45	53	10	4	12	17	27	48	11	4	12	5	4	17	4	3	14	29	8	14	8	57	7	18	94	18	15	84	14	3	9	24	7	0	3	22	62	14	9	8	20	25	31	4	31	13	9	12	0	5	30	8	9	82	6	0	77	63	10	12	13	24	29	5	21	29	37	15	12	50	2	5	15	4	6	15	46	4	12	12	0	24	5	49	30	22	41	14	23	22	55	18	32	2	3	3	4	66	7	26	34	83	172	42	22	24	86	15	8	5	8	3	13	25	10	60	3	15	8	4	30	4	3	12	12	4	3	8	62	33	68	29	9	22	16	3	12	3	3	6	21	47	21	6	10	64	6	1	5	25	10	21	37	95	8	23	11	27	12	40	7	9	6	10	2	6	4	4	38	8	17	30	11	19	7	17	1	6	16	3	5	12	7	10	9	8	26	5	11	13	18	53	30	46	5	16	4	24	0	29	27	9	8	12	24	17	0	25	2	18	7	83	17	36	7	16	3	42	1	6	24	47	32	6	1	13	21	52	3	11	40	2	15	10	13	10	2	21	3	8	27	8	33	3	9	3	35	21	8	12	18	35	15	8	5	4	13	5	0	19	6	83	3	19	6	17	6	9	8	1	25	7	5	28	3	23	67	6	0	6	6	518	14	12	4	14	26	29	23	17	37	4	13	3	4	81	12	1	22	15	24	42	28	37	10	11	10	3	2	13	5	20	5	2	13	11	30	4	13	30	47	3	31	21	9	11	16	7	23	8	9	31	55	31	11	9	9	42	12	8	11	2	9	18	23	4	47	11	21	6	9	6	15	8	37	3	34	4	2	9	10	7	10	4	8	12	8	8	10	1	10	22	10	10	46	32	17	27	19	26	44	2	21	13	12	27	8	9	14	27	22	5	17	13	17	10	5	6	23	17	46	4	1	12	14	11	10	33	6	45	11	17	14	9	3	23	6	25	9	15	26	6	9	8	2	36	10	20	9	5	18	14	2	8	2	14	29	20	4	101	10	10	3	9	7	16	13	10	9	6	31	30	22	14	9	7	8	31	3	12	3	15	4	6	11	10	6	12	46	4	17	10	7	80	65	24	21	7	15	134	7	113	98	50	5	8	14	3	7	72	44	19	40	23	15	23	19	0
Lifehack	0	0	0	0	0	0	3	3	0	0	3	0	0	0	0	1	2	0	2	0	0	4	0	4	0	0	0	4	1	3	0	4	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	1	0	0	0	3	2	3	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	3	0	3	0	0	0	0	2	0	0	0	3	2	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	5	0	0	0	0	0	0	20	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	2	20	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	8	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	2	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	0	1	0	0	0	0	0	0	2	2	0	0	0	1	0
Lifehacker	0	0	0	0	0	0	3	0	0	0	6	0	0	0	1	0	4	6	0	0	0	3	0	4	0	4	0	2	2	5	0	0	1	3	3	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	5	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	2	0	3	1	0	1	2	0	0	4	0	0	0	0	0	0	1	4	0	0	4	3	0	0	3	0	3	0	2	0	1	0	0	2	0	0	0	1	1	0	1	0	2	0	1	0	0	1	2	4	1	0	0	0	1	0	0	0	0	0	0	1	1	3	0	5	3	0	0	0	2	1	0	0	0	0	0	0	1	3	0	0	0	0	0	1	2	0	0	0	0	0	1	2	1	5	1	3	1	1	0	0	0	1	0	2	0	0	1	2	0	5	0	0	26	0	1	2	0	5	1	0	5	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	2	1	3	0	2	0	0	0	0	0	0	0	3	0	5	1	0	2	0	0	3	0	0	1	0	0	0	1	0	0	2	1	0	4	1	0	2	0	0	1	3	0	0	4	1	3	0	0	0	1	1	1	1	0	3	0	0	2	0	0	0	0	0	0	5	0	0	0	0	2	2	1	6	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	3	6	1	1	0	0	1	0	8	0	1	1	1	1	3	0	0	0	2	0	0	0	1	0	2	0	0	0	0	2	2	1	0	1	0	1	1	0	0	0	1	0	0	0	0	7	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	2	0	0	2	2	1	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	1	1	1	0	1	0	0	0	5	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	1	0	0	5	1	0	0	0	0	0	0	0	1	1	5	0	1	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	1	1	2	0	0	2	1	3	0	2	3	0	2	0	0	2	1	3	0	0	1	4	1	3
Google Operating System	0	0	1	21	5	1	3	2	10	0	9	0	4	0	0	0	4	1	7	0	2	0	0	3	1	1	0	3	5	4	4	0	0	6	0	1	0	0	4	0	1	1	2	0	1	0	2	2	1	0	1	0	0	2	3	1	2	1	2	1	1	1	0	0	3	0	1	0	0	1	0	0	0	0	0	0	2	1	7	0	1	1	0	1	8	0	1	2	0	0	0	0	0	7	15	3	0	0	2	9	0	6	0	1	1	0	0	1	2	0	2	0	0	8	6	1	2	2	2	0	0	1	6	0	0	0	2	1	0	7	0	0	3	2	0	1	0	0	2	0	6	1	3	7	0	0	0	0	0	0	1	0	0	0	5	0	1	3	9	5	0	0	0	5	2	0	12	4	1	1	1	0	5	3	2	0	0	6	1	0	1	0	0	0	0	10	4	17	1	0	2	0	6	5	0	1	0	1	8	4	3	0	1	0	0	0	0	0	1	5	1	2	3	0	1	3	0	0	8	2	0	0	7	2	0	1	2	1	1	0	1	0	0	0	1	0	6	2	0	0	1	3	5	3	0	1	0	1	7	1	0	0	1	0	2	1	6	0	4	1	1	1	2	2	2	0	2	0	4	4	1	0	0	0	0	0	3	1	2	0	2	8	1	10	0	3	1	6	0	1	1	2	0	7	0	0	0	3	1	6	1	0	3	3	1	1	0	0	2	0	4	0	0	1	0	0	0	0	2	1	0	0	0	6	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	2	3	0	0	2	2	0	5	1	7	1	0	3	0	3	2	3	1	0	0	0	6	0	0	1	2	2	1	2	20	0	2	6	0	1	0	1	1	0	1	1	1	1	0	1	1	2	6	0	0	1	2	1	0	0	0	1	3	2	0	125	1	5	0	3	0	1	0	8	0	2	11	0	0	0	0	0	0	6	6	0	0	4	1	0	3	0	2	0	4	0	2	0	0	4	0	0	2	1	4	0	4	2	3	5	0	0	2	2	0	0	3	0	13	2	1	0	0	1	1	0	2	0	12	2	1	2	0	0	3	0	7	2	5	2	2	0	0	0	2	0	0	1	0	1	0	0	0	2	1	2	2	5	17	2	1	0	2	0	0	8	1	0	0	1	2	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	2	4	0	2	2	3	3	19	4	0	0	0	3	1	0	5	0	0	3	0	0	1	9	0	1	3	0	0	2	0	0
Kotaku	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	3	3	0	0	1	1	0	3	1	0	0	0	4	2	0	0	0	2	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	2	1	0	1	1	0	0	0	1	0	0	1	2	0	0	0	1	0	0	1	2	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	2	3	0	0	0	1	0	0	0	0	0	0	0	4	0	0	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	6	2	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	1	1	0	0	0	0	0	1	1	1	0	3	0	0	0	0	1	27	0	0	0	1	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	2	0	0	8	2	0	0	2	0	2	2	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	2	2	0	0	0	4	0	2	1	4	0	1	4	1	1	1	0	4	0	0	0	3	0	0	0	0	0	1	1	0	0	1	2	0	0	2	0	0	1	0	1	0	0	1	0	0	0	2	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	3	2	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2	0	0	0	0	0	4	0	1	0	1	0	0	1	0	1	1	1	1	2	0	0	1	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	2	0	0	0	0	0	2	0	3	0	0	1	0	0	2	0	1	0	0	1	2	0	0	0	2	0	1	0	0	3	1	3	3	1	0	0	4	0	0	1	1	3	3	0	1	1	1	6	0	0	0	1	4	0	0	1	0	0	2	0	1	9	2	0	0	1	0	9	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	1	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	3	0	1	2	0	1	0	0	0	0	0	0	0	1	0	2	1	1	0
Mashable	1	2	2	4	1	0	1	8	1	2	1	2	9	1	0	0	2	9	1	1	2	3	0	1	4	2	0	2	5	2	0	0	2	12	1	2	1	5	0	3	3	3	1	3	1	1	1	0	0	6	2	1	2	2	0	0	1	2	1	1	0	0	1	4	9	0	0	8	1	0	0	3	0	1	3	1	0	0	2	4	0	0	0	0	10	0	3	4	0	1	7	0	1	23	2	0	1	0	2	18	3	0	2	0	0	0	2	0	0	2	3	0	6	9	13	0	0	13	0	4	0	4	1	0	5	3	1	0	2	0	0	1	1	1	0	0	0	0	0	0	3	1	0	0	3	0	0	0	0	0	0	0	3	0	1	1	8	0	3	8	1	1	0	1	0	3	1	0	3	3	2	3	2	0	1	0	1	1	0	1	2	0	1	3	0	0	3	7	13	0	2	0	2	6	0	0	1	1	2	0	0	1	3	8	10	1	5	31	0	1	1	0	2	2	0	2	2	2	4	0	0	2	2	0	0	1	0	2	0	0	3	0	2	0	1	1	2	2	3	2	0	0	2	1	0	1	1	1	4	2	0	3	1	2	0	3	3	3	0	0	2	0	5	1	2	0	0	0	1	1	1	1	13	4	0	3	2	1	0	5	0	17	3	0	0	5	1	8	0	3	2	1	0	14	0	2	0	0	1	2	0	3	0	0	0	1	1	2	1	2	1	1	2	4	1	1	0	1	3	0	3	0	0	1	0	1	0	1	2	4	1	0	4	8	0	0	0	1	0	0	0	1	2	2	3	7	0	10	1	2	3	4	2	1	0	2	6	3	0	0	0	1	2	0	13	1	9	1	0	7	0	1	0	3	3	2	1	5	2	4	0	9	0	0	1	1	0	0	1	2	2	0	2	0	1	0	1	0	1	1	1	5	2	3	1	4	0	0	0	0	0	2	1	8	0	1	0	9	0	2	0	2	0	0	0	0	0	6	3	3	1	3	0	0	2	2	1	1	0	1	1	6	0	2	2	2	0	3	1	3	3	13	0	3	0	3	12	15	0	2	0	0	0	12	1	0	9	0	0	3	0	0	1	2	0	1	0	1	1	1	2	0	2	1	0	1	0	4	1	0	1	1	6	0	0	0	1	1	0	5	2	3	0	0	0	0	0	2	2	0	3	0	2	1	11	0	2	0	1	1	3	0	0	0	2	0	1	0	0	0	0	2	3	2	0	5	3	1	10	9	7	2	2	0	0	0	1	0	1	3	3	0	1	6	0
WIRED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	3	2	2	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	3	1	0	0	2	1	1	2	0	0	0	0	3	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	0	2	0	0	0	0	0	0	20	0	0	0	0	2	0	5	0	0	0	2	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	20	1	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
TechCrunch	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1	2	0	0	1	3	2	0	0	3	1	0	2	2	1	0	1	0	4	0	0	0	0	3	1	0	1	0	1	1	0	0	0	0	4	0	0	0	1	0	0	2	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	7	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	3	0	3	0	0	0	0	2	0	0	4	0	0	4	1	1	1	3	2	1	1	2	0	0	0	0	1	1	2	2	1	0	1	0	0	0	0	0	0	0	4	0	2	0	0	1	2	0	0	0	0	0	0	1	2	0	3	0	3	1	0	1	0	2	1	0	0	1	0	1	0	0	3	2	2	0	0	0	0	0	2	0	0	0	0	0	1	4	9	0	0	0	0	0	3	0	0	1	2	1	0	1	0	1	0	3	3	21	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1	4	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	3	0	0	0	0	1	1	0	0	0	2	1	0	0	1	0	0	1	1	0	2	1	3	0	2	0	0	1	0	0	0	0	0	1	1	0	0	2	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	2	1	0	0	0	4	0	0	0	0	0	0	2	2	2	2	0	0	0	1	0	0	0	0	0	20	2	0	2	1	0	2	1	2	1	1	0	2	0	3	0	1	0	1	0	4	0	0	1	1	0	3	0	1	0	0	1	1	3	0	1	0	1	0	1	0	1	0	2	0	0	0	2	0	0	1	4	1	1	0	0	0	0	1	0	0	0	0	0	1	7	0	1	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	3	2	0	0	3	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	1	0	0	3	0	0	0	0	0	4	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	3	1	2	0	0	1	0	0	0	0	0	0	1	0	1	4	0	0	2	1	0	0	3	0	5	2	0	0	2	1	0	0	0	0	4	14	2	0	0	1	0	1	2	5	8	0	0	0	1	0	0	1	0	0	0	1	0	1	0
